,art_id,art_content,art_comment,art_date_grabbed
63,139,"A woman at the centre of a bizarre fresh nerve agent scare in Salisbury has denied that it was an elaborate hoax.  Russian-born model Anna Shapiro claimed on Friday that she really did fear her husband, Alex King, had been poisoned at an Italian restaurant in Salisbury.  She also appeared to stick by the story – which she told the Sun newspaper in vivid detail – that she was targeted by Russians.  Wiltshire police have been investigating the curious incident that resulted in streets being cordoned off and experts in protective suits tending to Shapiro, King and other people who were in the Prezzo restaurant on Sunday evening.  Medics were quickly able to rule out that there had been another nerve agent attack six months after the former Russian spy Sergei Skripal and his daughter, Yulia, collapsed in the city.  There then followed speculation that the incident may have been a hoax and Wiltshire police have interviewed Shapiro, 30, and King, 42 .  On Friday evening, Shapiro’s lawyer, James Mullion, of Janes Solicitors, said: “There has been some media speculation that our client may have participated in an elaborate hoax as regards her fear of her husband’s poisoning at Prezzo restaurant on Sunday and its possible cause.  “She has asked Janes Solicitors to emphasise that she was not involved in any hoax and that her fears were genuine both as to the poisoning and her suspicion of foul play.  “However, as the incident is now being investigated by Wiltshire police, it is not appropriate to comment further at this stage. We ask the media respect our client’s privacy whilst she recovers from her ordeal.”  The incident was a further blow to Salisbury, which has been struggling to recover from the attack on the Skripals and the subsequent nerve agent poisonings of a local couple, Charlie Rowley and Dawn Sturgess.  In a front-page story published in the Sun newspaper on Wednesday, Shapiro claimed she and her husband had been targeted by Moscow.  The Sun reported that King was in a life-threatening condition and suggested he may have been poisoned with strychnine. By Wednesday evening, however, the story began to unravel when Salisbury district hospital released a statement saying both patients involved in the incident had been discharged and police sources said officers were looking into the possibility that the incident was a hoax.  The Sun’s original story about Shapiro’s claims was unavailable on its website by Thursday morning. A message said this was “for legal reasons”. The newspaper has refused to say whether it paid Shapiro for the story.  Shapiro and King are friends of Edward Davenport, nicknamed “Fast Eddy”, who is famed for throwing parties at a central London mansion attended by rock stars and film actors – and for being jailed for fraud . King used to act as Davenport’s “press representative” .  Davenport described King as a “fun guy” and told how in 2006 King won a £100,000 bet to get into a royal premiere and shake hands with Prince Charles. The Telegraph described King then as a “prankster” .  Meanwhile, Prezzo has re-opened. A spokesperson said on Friday: “We are delighted to have our Salisbury restaurant returned to us and to be back serving the Salisbury community and visitors.  “Our team have been both brave and resilient and we are extremely proud of how they handled the very difficult and completely unexpected situation in which they found themselves.  “We would also like to thank the emergency services who attended on the evening in question and our wonderful neighbours in Salisbury, who literally opened their doors to customers and staff caught up in the events of Sunday night.  “As you will understand we will not speculate any further on the individuals involved. This is now a matter between them and the police.”  A Wiltshire police spokesperson said: “We can confirm that both people have been interviewed and our inquiries are ongoing. We would ask the media not to speculate whilst these inquiries are ongoing.” No arrests have been made.",3,2018-09-23 23:38:50
64,140,"A man has died and a teenager left wounded after being stabbed in north-east London.  The Metropolitan police said they were called to a fight at a flat in Stamford Hill at 12.50am on Saturday.  Officers found a 20-year-old man and a 17-year-old boywith knife wounds. Both were taken to hospital where the man was pronounced dead at 4.30am. The boy’s condition was not believed to be serious, the Met said.  No arrests had been made and detectives from the homicide and major crime command were investigating.",3,2018-09-23 23:38:54
65,141,Deputy attorney general Rod Rosenstein deemed “inaccurate” a report that he spoke with colleagues last year about the possibility of removing Donald Trump from office under the 25th amendment and about making secret recordings of the president.,3,2018-09-23 23:39:06
66,142,"The Vatican and China said yesterday they had signed a historic agreement on the appointment of Roman Catholic bishops, a breakthrough on an issue that for decades fuelled tensions between the Holy See and Beijing and thwarted efforts toward diplomatic relations.  The provisional agreement, which was signed in Beijing by deputy foreign ministers from both sides, was described by the Vatican as “the fruit of a gradual and reciprocal rapprochement”, following a long process of careful negotiation, and subject to periodic review.  “It concerns the nomination of bishops, a question of great importance for the life of the church, and creates the conditions for greater collaboration,” the Vatican said.  In Beijing, the foreign ministry put out a statement saying: “China and the Vatican will continue to maintain communications and push forward the process of improving relations between the two sides.”  But the deal was denounced by critics as a sellout to the communist government. “They’re [sending] the flock into the mouths of the wolves. It’s an incredible betrayal,” Cardinal Joseph Zen, the former archbishop of Hong Kong who has led the opposition to the deal , told Reuters.",3,2018-09-23 23:39:12
67,143,"Grieving families were on Sunday preparing to bury victims of Tanzania’s devastating ferry disaster, with more than 200 confirmed dead after the crowded boat capsized in Lake Victoria.  Hopes were fading of finding any more survivors three days after the ferry sank, even after rescuers pulled out an engineer who had managed to find refuge in an air pocket in the upturned vessel. The Tanzanian broadcasting corporation reported he had shut himself in the engine room.  “We are going to start burying bodies not yet identified by relatives,” said John Mongella, governor of Mwanza region, where the MV Nyerere ferry had been coming in to dock on the island of Ukara.  “The (burial) ceremony will be overseen by Prime Minister Kassim Majaliwa, in the presence of clergy members of different denominations,” Mongella Told TBC 1 public television.  Mongella said 218 people had been confirmed dead, while 41 escaped the tragedy with their lives – a total figure far above the official capacity of the boat, which was in theory only able to carry 101 passengers.  Transport Minister Isack Kamwelwe said on Saturday that 172 of the victim’s bodies had been identified by relatives.  Navy divers resumed the search operation inside the sunken MV Nyerere early on Saturday after hearing sounds that suggested signs of life. They pulled a man out of the overturned ship and he was taken to hospital, a witness said, while bodies continued to float to the surface around the vessel. Tanzania’s president, John Magufuli, has ordered the arrest of the managers of the ferry, which may have been carrying as many as 300 people when it capsized near the dock on the Ukara Island. The precise number was unknown, however, because the ticket-seller had drowned and the machine recording sales had not been found. During a speech on public television on Friday night, Magufuli referred to negligence and said he had ordered the arrest of all those involved in the management of the ferry. “It appears clear that the ferry was overloaded,” he said, adding that the arrests had already begun. The president also declared four days of national mourning. The works, transport and communication minister, Isack Kamwelwe, said the government was sending sophisticated equipment to aid the rescue. “This equipment will increase efficiency in the rescue operation and we will continue with the search until we are satisfied that we have rescued everyone,” he told Reuters. At least 40 people were brought to safety on Thursday as dozens of security forces and volunteers wearing gloves and face masks spent the day hauling bodies into wooden boats. Tanzanian ferries often carry hundreds of passengers and are overcrowded, and there are shifts in weight as passengers move to disembark. The Nyerere was crowded because it was a market day.  Domina Maua, who was among those at the dockside seeking information about survivors on Friday, said she had not heard from either her father or her younger brother who were on the ferry on a trip to buy a school uniform and other supplies for the new school term. The son of Davita Ngenda, an older woman in Ukara, was among the dead. “He had gone with his wife but she has not been found yet. My God, what did I do to deserve this?” she said. The ageing ferry, of which the hull and propellers were all that remained visible, was also carrying cargo, including sacks of maize, bananas and cement, when it capsized about 50 metres from Ukara dock. The cause of the accident was not immediately clear, but overloading is frequently to blame for such incidents. The country’s opposition, however, accused the government of negligence. “We have often raised concerns about the poor condition of this ferry, but the government turned a deaf ear. We have repeatedly denounced this negligence,” said John Mnyika, the deputy secretary general of Chadema, the main opposition party. Mnyika said overloading was “another failure of the authorities” and criticised “inadequate relief efforts as well as delays” in the rescue operation. With a surface area of 70,000 sq km (27,000 sq miles), the oval-shaped Lake Victoria is shared by Tanzania, Uganda and Kenya. Capsizes are not uncommon and the number of deaths is often high because of a shortage of lifejackets and the fact that many people in the region cannot swim.  The deadliest such incident in recent decades was in May 1996, when about 800 people died after their ferry sank on the way to Mwanza in Tanzania. Lake Victoria’s waters can be rough and boats are frequently poorly maintained, while ferry operators often fail to record the number of passengers on board.  About 20 people were killed in December 2016 when a boat overturned on the lake as it was carrying passengers to mainland Uganda for the Christmas holidays.  In March 2012, only two survivors were found after a boat carrying about 60 people capsized on the lake in Uganda.",3,2018-09-23 23:39:21
68,144,"At least eight children have been killed in a roadside bomb explosion in northern Faryab province, an Afghan official has said.  Karim Yuresh, spokesman for the provincial police chief, said six other children were wounded in the blast that took place late Friday afternoon in Shirin Tagab district.  Yuresh said that according to a hospital report, two of the wounded children were in critical condition. He said all of the children were between five and 12 years of age and were playing when the bomb exploded.  No one immediately claimed responsibility for the attack, but Yuresh blamed Taliban insurgents who usually planted roadside bombs to target Afghan security forces in different part of the province.",3,2018-09-23 23:39:32
69,145,"E urope’s largest port, Rotterdam, is counting down to Brexit. “In about 200 days’ time, if nothing else happens… we will need to supervise all the goods coming in and out of the UK market,” says Roel van ’t Veld, Brexit coordinator at the Dutch customs authority.  Hard Brexit or soft? Chequers dead or alive ? Does “max-fac” make any sense? The feverish debate in Westminster is distant for officials in Rotterdam, who are working on the assumption the UK will leave the EU’s single market and customs union on 29 March 2019.  At the stroke of midnight, the UK will become another country to its EU neighbours. Rotterdam will have to run checks on 10,500 newly “foreign” boats. Officials expect a 30% increase in import inspections and a 100% increase in export inspections. Ferry operators warn of form-filling and delays. While a transition period could delay those changes until 2021, nothing is being taken for granted.  Companies are “spoiled” by the ease of trading within the EU’s internal market, van ’t Veld says. Take a Dutch company that makes ready meals for British consumers. Today it needs only a contract with a shop. In future, companies on both sides of the North Sea would need production location registration, an export declaration, exit and entry declarations and more.  “Instead of two pieces of documentation you would need nine additional documents,” says van ’t Veld, based on his reading of the UK customs bill. “In 200 days’ time, you cannot just send a ship , and if you don’t anticipate those changes, ships will not get through the gates.” (Since he spoke this month, more days have slipped by.)  The Netherlands will be one of the EU countries hardest hit by Brexit. Even under the “best-case” scenario of an EU free-trade agreement with the UK, it would lose 0.9% of annual economic output, worth €450 (£400) per person by 2030, according to the Netherlands Bureau for Economic Policy Analysis.  And when Brexit hurts, Rotterdam will feel the first pinch. Spread over a 25-mile-long area, the city supports 180,000 jobs and 3.5% of Dutch economic output. To prepare for Brexit, 928 extra customs officials and 145 veterinary inspectors are being hired, following a recommendation from the Dutch parliament.  Pieter Omtzigt, a Christian Democrat MP, who co-drafted the parliament’s report on Brexit, describes his message to the government: “Be prepared. Because Great Britain is running so late that you may run into trouble because there hasn’t been time to prepare things. This is a way too serious scenario.”  He would prefer Dutch public money were spent on 1,000 new teachers or nurses, he tells the Observer , but feels his country has no choice. “If, like the Netherlands, you earn more than half your money with trade, you understand that if the UK leaves the customs union, the work for customs and excise increases significantly. The Netherlands simply cannot afford a disrupted customs system.”",3,2018-09-23 23:39:35
70,146,"Political attack ads can be vicious – but the jabs don’t normally come from the candidate’s own family. That, though, is what has happened to the Arizona Republican Paul Gosar. And then some.",3,2018-09-23 23:39:37
71,147,"Judges in Palermo have ordered the immediate release of six Tunisian fishermen who were arrested by the Italian police on suspicion of enabling the smuggling of migrants.  The men were captured at sea early in September after their trawler released a small vessel it had been towing with 14 migrants onboard, 24 miles (37km) from the coast of the Italian island of Lampedusa.  Since their arrest, friends and colleagues have rallied to their defence, saying they have saved hundreds of migrants and refugees who risked drowning in the Mediterranean over the years. Prosecutors have accused the men of illegally escorting the boat into Italian waters and claimed they had no evidence of an SOS sent from either the migrants’ boat or the fishermen’s vessel.  According to their lawyers, the Tunisians maintain that they saw the vessel in distress and a common decision was made to tow it to safety in Italian waters.",3,2018-09-23 23:39:44
72,148,It underlines America’s strange and turbulent political moment that the highest-profile and most intriguing battle in November’s midterm elections is in one of the most predictably Republican states.,3,2018-09-23 23:39:47
73,149,,3,2018-09-23 23:39:50
74,150,"During his time with the publication, MacAskill has been chief political correspondent, diplomatic editor, Washington bureau chief, New York-based reporter, and defence and intelligence correspondent, as well as part of the Guardian team who won a Pulitzer Prize for our coverage of the Edward Snowden story.  When did you decide to become a journalist?  The catalyst was a school trip to the Scottish Daily Express, based in Glasgow. The deputy chief sub-editor showing us around was obviously well-liked and there was a lot of banter between him and other journalists and with the printers. That was it for me. I never wanted to be anything else. That deputy chief sub eventually ended up at the Guardian, Ian Jack. And so, happily, did I.  How did you come to the Guardian?  I was on the Glasgow Herald and the Scotsman and had a couple of stints working overseas. I was interviewed by then editor Alan Rusbridger in 1996. The interview went badly - neither of us is particularly loquacious and there were a lot of awkward silences - but he gave me the job anyway.  Do you remember your first day on the Guardian and how it felt to be here?  I was taken on as chief political correspondent. I had been in Northern Ireland for a few days for the Scotsman covering an outbreak of trouble. I flew back to London for a lunch at the Guardian office for the then Labour leader Tony Blair. I immediately liked the general lack of deference shown towards Blair. That set the tone for the next 22 years. We cannot be flattered, bullied or pressured.  In the run-up to the war in Iraq in 2003, I was writing the splash. Blair and Bush had met in the Azores for a final mini-summit ahead of the invasion. I can’t remember the intro now but it was something like UK and US on verge of war. Alastair Campbell phoned and asked what I was doing. So I told him. He said that is not the story: it should be Blair secures Bush pledge on Israeli-Palestinian conflict. I told him I was not writing that. Ten minutes later, the deputy editor Paul Johnson came to see me and said Campbell had phoned the editor to complain I had the wrong intro and it should be Israel-Palestine. Paul asked where the reference to Israel-Palestine was. I said paragraph four. He said: “Make it paragraph 18.” That is the attitude I liked.  Did the Guardian live up to expectations?  Yes. Kath Viner joined a few months after me and rose to become editor-in-chief. I stayed as a reporter but I think I got the better deal. Reporters have more fun.  You started out at Westminster – what was that like?  The Guardian office in parliament was a happy one. Then political editor Mike White and sketch-writer Simon Hoggart bickered like brothers but were funny with it. Around six o’clock, one of us would bring in a tray of drinks and we would sit drinking beer or wine as we wrote. I doubt if the political team still does that but who knows?  I was involved in the story that saw the first resignation from the Labour government, Peter Mandelson, forced out of the cabinet over a hidden mortgage deal. I had gone with colleague David Hencke, who found the story, to meet the source in a greasy-spoon cafe near Westminster. We have never disclosed the source. The identity is as interesting as the story itself.  What stories had the biggest impact on you?  After Westminster, I was on the foreign team for 14 years, travelling all over the world. I covered various conflicts but the one that had the most impact was Israel-Palestine. I have not been back in over a decade but it is still vivid. I interviewed Yasser Arafat, the leaders of Hamas and Islamic Jihad, Israeli soldiers, settlers and the victims of violence.  One of the reasons the Guardian gained popularity in the US was its opposition to the Iraq war. How did you come to write about that?  Deputy editor Paul Johnson, who has, by a long way, the best news sense of anyone I have worked with, was sceptical about the case for war with Iraq from early on and threw lots of reporters at it, including me. I went to Iraq several times before and after the invasion.  Tell us about covering Obama’s two White House elections.  I arrived in the US early in 2007 and one of the first things I did was to go to Iowa to see Hillary Clinton speak. She was favourite to secure the Democratic nomination for the White House race but I was disappointed: she was all platitudes and cliches. When I saw Obama speak for the first time, I thought he could win, even though he was 30 points behind her.  What have you done since you came back to the UK?  I have had a varied beat. I did defence. And spies. I was part of the team which covered the Scottish independence referendum. It was great to see so many people engaged in and passionate about politics. I found the same engagement and passion when covering Corbyn’s leadership campaign.  Your biggest story was meeting National Security Agency whistleblower Edward Snowden in Hong Kong in 2013. What was the most memorable moment?  The first time I met him. Holed up in a hotel room, his behaviour seemed odd at first. He had cushions lining the door to prevent eavesdropping. He placed a soya sauce bottle on top of absorbent paper and left it behind the door when he went out: if there was a spill, he would know someone had been in. He pulled a red hood over himself and his computer to protect his password. But he was the real deal, a genuine whistleblower. With the US intelligence hunting for him, he had good reason for being paranoid.  What else stands out from that time?  Then US editor Janine Gibson showed courage in publishing the first of the stories. On a conference call, they tried to flatter her with an invitation to the White House. They tried to intimidate her. She told them she was going ahead with publication.  What was it like to be played in a Hollywood film, Snowden?  It was nice to be portrayed by Tom Wilkinson. But it never felt like me. He refers to Ed as ”‘laddie”. I have never called anyone “laddie” in my life.  Are there any stories you wish you’d written?  Simon Goodley’s undercover reporting exposing working conditions at Sports Direct. That is what the Guardian is all about.  What have been your biggest mistakes?  The stories I knew about but did not write. Confessing to them all would make foreign and home desks cringe. But here is one: one of Gaddafi’s sons hinted to me a few days in advance Libya was going to get rid of all its weapons of mass destruction. It sounded implausible. I could not find a source to back it up so did not write it. When the Libyan government made the announcement – it was December 2003 - it was big news all around the world, a genuine surprise to most people. Unfortunately not to me.  Why did Donald Trump call you a “nasty, nasty guy”?  It was at a press conference in Scotland in 2016. I challenged him over his claim of popularity in the UK. I told him he was toxic in Britain. I was banned from his next press conference.  What advice would you have for young journalists starting out?  They do not need advice from me. I recently taught young journalists from around the world. One of them had covered the fall of Aleppo. Another had revealed a huge medical scandal in Africa.  What has been the Guardian’s greatest moments during your time here?  Alan looks benign but he took on every part of the establishment and presided over a great run of stories: WikiLeaks, phone-hacking and Snowden. Since Kath took over, the stories have kept on coming: Milly Gentleman on immigration; Carole Cadwalladr on Cambridge Analytica; Juliette Garside and her team on the Panama and Paradise Papers; and Martin Chulov on Islamic State.  What have you been proudest of?  One of the best things about the Guardian is the morning conference. Unlike other news organisations, it is open to all staff, everyone free to speak. It is part post-mortem, part a look forward. Sometimes passionate. Occasionally heated. At its best, it throws up good story ideas. Over the last few weeks, knowing I was leaving, I have looked around at the faces, thinking ‘I am so glad I was part of this. I am glad I was one of you’. There has never been a day I was not proud to be part of the Guardian.",3,2018-09-23 23:39:58
75,151,D onald Trump was widely ridiculed earlier this week for suggesting that Spain emulate his $25bn dream for the US-Mexico border and “ build a wall ” across the Sahara desert.,4,2018-09-23 23:40:01
76,152,"S ex can be expensive. Just ask Donald Trump. He’ll tell you, just like he told Howard Stern back in the day.",3,2018-09-23 23:40:04
77,153,"F rom a tiny office on the top floor of the old town hall in Catford, south-east London, Rosamund Kissi-Debrah is leading a campaign to push air pollution on to the political agenda as never before. It has been claimed for years that pollution caused by motor vehicles, especially diesel cars, buses and lorries, is a killer, with talk of tens of thousands of premature deaths . But the number was always abstract, the identities of the dead unknown. Now, for the first time, campaigners have the name of a young victim they say died as a direct result of air pollution: Ella Roberta Kissi-Debrah, Rosamund’s daughter, and if they can prove it they believe an invisible killer will become all too real.  Ella, who suffered from severe asthma, died in 2013 at the age of nine . She had been suffering asthma-related seizures like the one which killed her for three years. Kissi-Debrah says her daughter, who grew up and went to school close to the busy South Circular Road in Lewisham, had cough syncope – a condition usually associated with long-distance lorry drivers who’d been driving for decades. “I couldn’t work out why a nine-year-old child should have that,” she tells me.",3,2018-09-23 23:40:12
78,154,"A s the Bible tells it, David committed adultery with Bathsheba and orchestrated the death of her husband. “But it didn’t mean he wasn’t a good warrior or a good king,” says Nancy Allen. “The Bible says love covers all sin: love of God, love of country, love of children, love of grandchildren covers all the imperfections.”  And love, Allen says, underpins the presidency of Donald Trump and explains why she supports him despite his three marriages, adulterous affairs and frequent insult-laden diatribes. “When he got out of New York, he fell in love with the people. That’s why he holds these rallies. He’s the people’s president. He loves the country and he loves the American people who work hard and have been overlooked for years. The insiders in Washington forgot about us.”  Allen, 71, was attending the 13th annual Values Voter Summit at a luxury hotel in Washington DC on Friday. A procession of speakers championed Trump’s achievements in advancing the conservative agenda over the past 20 months and whipped up hostility towards Barack Obama, Hillary Clinton and other Democrats. Some also spoke in defence of his supreme court nominee, Brett Kavanaugh, who has almost been derailed by allegations of sexual assault from when he was 17.    Sign up to receive the top US stories every morning   The president’s grip on the evangelical movement looked as solid as ever. He dips into a deep well of grievance: criticism of him in the media only appears to strengthen him among groups who complain that they, too, are persecuted by the urban elites. Their consciences have found their own way of coming to terms with the seemingly glaring contradiction between their strict moral principles and Trump’s private life, often by reaching for biblical terms such as forgiveness and redemption.  Like many at the conference, Allen was initially a supporter of Ted Cruz in the 2016 Republican primary but, when the Texas senator was beaten into second place, she threw in her lot with Trump against Democrat Hillary Clinton. “We had one choice if we wanted our country back: Trump or Hillary. I believe God put him in that position because he’s so tough. He has an amazing energy and determination. The amazing thing about Trump is that he doesn’t get rattled. The more the fake news does, the more energised he becomes.”  But what about Trump’s chequered past – the affairs, the lies, the boast about grabbing women’s private parts? Allen, from Shelby, North Carolina, replied: “I believe he’s changed. In the campaign, he started to surround himself with godly men and women. If he did those things, it would bother me but he is what we need at such a time as this. We don’t need a pansy. We need someone strong.”  She also expressed support for Kavanaugh , whose confirmation hangs in the balance after Christine Blasey Ford accused him of sexual assault at a party in 1982 when they were in high school and she was 15, he 17. Kavanaugh denies the allegations. Trump made the baseless claim on Twitter on Friday that if the attack “was as bad as she says”, charges would have been immediately filed.",3,2018-09-23 23:40:15
79,155,,3,2018-09-23 23:40:18
80,156,    Facebook,3,2018-09-23 23:40:27
81,157,,3,2018-09-23 23:40:30
82,158,,3,2018-09-23 23:40:36
83,159,,3,2018-09-23 23:40:45
84,160,,3,2018-09-23 23:40:54
85,736, ,3,2018-09-23 23:40:59
86,737, ,9,2018-09-23 23:41:10
87,738,"The Ayr Gold Cup returned to Scotland after an enforced switch to Haydock last year and it did so with one of the most dramatic and memorable renewals in its long history. The judge spent five minutes trying to separate Son Of Rest and Baron Bolt, who finished four lengths in front of their 23 opponents, before declaring the first dead heat in the history of a race that was first staged in 1804.  Bookies and punters alike were waiting with bated breath for the result, as Son Of Rest had set off as the 5-1 favourite following a major gamble in the minutes leading up to the race.  The reason was obvious: Fozzy Stack’s four-year-old had finished second in a Group One sprint in Ireland seven days earlier and was set to race off a mark of 101 at Ayr.  When Son Of Rest charged into the lead a furlong out, it seemed the gamble was about to be landed. That race was over five furlongs, however, and Son Of Rest was running on empty in the final strides, having covered an extra furlong on heavy ground.  Baron Bolt, a 28-1 outsider, came to join him and briefly seemed to edge in front but in a head-bobbing finish Son Of Rest managed to claim a share of the prize.",3,2018-09-23 23:41:15
88,792,"T he prime minister showed a new face on Friday when she delivered her statement after the “impasse” in Salzburg. She suddenly became “Tough Talking Theresa”, condemning the EU for not agreeing to her Chequers plan and demanding respect.",4,2018-09-23 23:41:18
89,824,"Labour must be ready to throw its full support behind another referendum on Brexit , its deputy leader Tom Watson says today, as a new poll shows 86% of party members want the British people to be given a final say on the UK’s future relationship with Europe.  In an interview with the Observer , Watson says that with the likelihood of a general election growing after Theresa May’s humiliation at the EU summit in Salzburg last week, it is vital the Labour leadership and membership unite to maximise the chance of dislodging the Tories from office.  Watson says that while he would prefer Brexit to be debated in an election soon, he is clear that the views of the membership in favour of another public vote must be respected.  “Jeremy and I were elected in 2015 to give the Labour party back to its members,” he says. “So if the people’s party decide they want the people to have a final say on the deal, we have to respect the view of our members and we will go out and argue for it.” He added: “That is what happens when you return the party to the members.”  Asked if this should mean Labour commits to another national vote in its next election manifesto, he said: “There is going to be pressure in the system for that to happen.”  Watson’s willingness to support a second referendum contrasts with the more cautious approach of Corbyn and the shadow chancellor John McDonnell , and sets the stage for a potentially explosive debate on Brexit in Liverpool on Tuesday.",9,2018-09-23 23:41:23
90,825,"O n Friday morning, as Tory MPs discussed the humiliation that had befallen their prime minister hours earlier, the party’s febrile mood tipped over into outright panic. Rumours swirled that a cabinet minister was about to walk out. Others talked about seizing the moment to force Theresa May into a decisive break from the EU and a hard Brexit.  The news that the prime minister’s team was planning a hastily arranged statement in Downing Street was the final straw for some, who had palpitations about the prospect of another election. “The thought of another Theresa May manifesto is enough to make anyone reach for the bottle,” said a former minister.  The outbreak of fear and loathing was the direct result of a disastrous diplomatic week for the prime minister, during which her Chequers Brexit proposals were rejected in brusque, politically brutal style at a meeting of EU leaders in Salzburg .  By adopting a similarly combative tone in her Friday statement hitting back at Brussels, she has made the task of securing a deal even more difficult, some of her ministers fear. One senior minister said: “It would seem she is gambling all by [rejecting the options on the table], but urging once again the bespoke deal for the UK or bust.”  So how did it come to this? Just a day earlier, things had seemed relatively calm. On Thursday morning the European commission president, Jean-Claude Juncker, described May’s address to leaders at the previous evening’s dinner as polite. A meeting between May and the Irish prime minister, Leo Varadkar, in Salzburg’s Sheraton Grand hotel was said to be non-confrontational. Meanwhile, in Dublin, David Lidington, the cool-headed cabinet office minister, was having a good meeting with the Irish Brexit minister, Simon Coveney.  But appearances can be deceptive. In truth, the seeds of the Salzburg crisis had already been sown at the leaders’ dinner the previous evening.  Shortly before midnight on Wednesday, after a lengthy and inconclusive debate over migration, May gave her eight-minute address on the state of the Brexit talks. It was listened to in silence. But the gathered leaders and diplomats had their thoughts, even if they were not sharing them. May had brought her domestic politics to the table. “Did she want to hear about everyone else’s domestic problems?” asked one person present.  The prime minister had read from her op-ed that morning in the German newspaper Die Welt in which she warned that the EU would have to change course. And she had repeated a mantra on Chequers that is an anathema to the EU: take it or leave it. Over the following 24 hours, after further missteps, including further prevarication over the crucial, knotty issue of the Irish border, the answer from the bloc could not have been clearer. They were not taking it. Just in case the message hadn’t been received, a photograph was posted on Donald Tusk’s Instagram account of the European council president offering May some cake. “A piece of cake, perhaps?” it read. “Sorry, no cherries.”",3,2018-09-23 23:41:27
91,828,"There are times when any win will do and, for Tottenham, this was certainly one. The vultures had been circling after three defeats and the historians leafing all the way back to the spring of 2004, the last time they lost four consecutive games in a single season. Mauricio Pochettino needed his players to stand tall at what has become one of the Premier League’s more testing venues for the bigger clubs; they did that and, while this performance fell some way short of their fluent best, a few suggestions of a return to form flickered, too.  Foremost among them was their second, ultimately decisive goal, scored by Érik Lamela after the kind of rapier-like attack Tottenham have made their trademark under Pochettino. Lamela had replaced Son Heung-min eight minutes before taking possession just inside the Brighton half and, via Lucas Moura, working the ball to Danny Rose. He kept running and was rewarded with an accurate cutback that, without breaking stride, he swept beyond Mat Ryan.",9,2018-09-23 23:41:34
92,846,"I ’ve had a lot of people contact me to ask if Jack’s is trading off my name, as someone who is reasonably well known for doing budget recipes and budget food, but I’ve been assured it was named after Tesco’s founder, Jack Cohen. I’ve tentatively reached out to see if it’s open to doing partnership work – but first, we’d need to have a serious chat about the abomination that it is trying to pass off as cheese.  It’s impossible to get cheese wrong, surely? Cheese is one of the world’s great foodstuffs and I speak as someone who would once happily snarf a packet of American-style cheese singles in front of the telly on my own. And yet, somehow, this from Jack’s is absolutely awful – rank and stinking; I ended a three-year cheese hiatus for this and came away feeling dirty and disappointed.",3,2018-09-23 23:41:37
93,847,"A child has drowned after a boat carrying 39 migrants trying to reach Europe capsized off the northern coast of Lebanon , the army has said.  All other passengers were rescued off the coast of Akkar province, the army said, claiming that the Syrian migrants were being smuggled to Cyprus.  However, Lebanese Al-Jadeed TV reported that the drowned five-year-old child was from Palestine.  Lebanon is host to the highest number of Syrian refugees per capita, with at least 1 million registered in the country.  As violence wanes in Syria, Lebanese authorities have begun organising the return of refugees who are willing to go back. However, UN officials say that with no peace deal in Syria , it is too early for the mass return of refugees.",3,2018-09-23 23:41:40
94,848,"A French rapper known for his provocative pro-Muslim lyrics has cancelled two concerts at the Bataclan, where 90 people were shot dead when gunmen stormed the venue during the November 2015 terror attacks in Paris.  Medine, a French-born singer of Algerian descent, had drawn fire from rightwing politicians as well as some of the victims’ families after announcing the shows at the historic concert hall.  Tickets for the October shows quickly sold out when they went on sale a few weeks after Medine released an album featuring the song Bataclan, where he recounts years of dreaming he would one day play there.  Although he has denounced Islamic fundamentalism since the attacks in the city three years ago, in which 130 people were killed and more than 350 wounded, critics have latched on to songs such as Don’t Laik, where he assails France’s secular policies as discriminatory towards Muslims.",3,2018-09-23 23:41:47
95,849,"I n a schoolhouse in Cabeceras in Colombia on the banks of the San Juan river, village leaders, teachers and others gather for a ceremony to mark what they hope will be a turning point in their lives. A large peace banner is unfurled and raised to waist height. Each person touches it, as if the sign, to establish their territory as an internationally protected “humanitarian zone”, is sacred.  A solemn blessing is read and repeated: a memorial to those who have been “disappeared”, murdered, silenced and displaced; those whose names they know, those they don’t.  “For the four men who disappeared on the river Naya in April,” says one woman. “For my brothers,” says Siode Arbolia, 35, tears welling up. Her young brothers, Elcias and Didier Arboleda, were among five people from Carrá, a neighbouring village, shot dead near their homes in March 2017 by an armed group.   Interactive: map of Valle del Cauca   The banner, placed overlooking the river at the village entrance, is a statement of sorts: it shows outsiders that the community has the backing of the international NGO Christian Aid , as well as the Inter-church Commission on Justice and Peace (CIJP), and that its leaders have denounced any collaboration with armed groups.  The San Juan and Naya rivers are two of Colombia’s main drug-trafficking routes and the communities are surrounded by armed groups vying for control of their land. Flowing more or less parallel to each other, on either side of Buenaventura , the country’s main port, the rivers carry shipments of cocaine from fields and laboratories deep in the jungle to the Pacific coast, where they are dispatched to international markets, including the US and Europe.  Earlier this year European officials warned that the rising availability of the illegal drug on the streets of the continent was a result of increased production in Colombia. New data shows coca cultivation had surged to a record high; the amount of land used to harvest the coca plant soared by 17% in 2017 in comparison with the previous year, according to the United Nations Office on Drugs and Crime (UNODC). In Britain debate has centred on drug users fuelling rising violence on the streets of London and elsewhere.  In the Valle del Cauca department, cocaine trafficking and the battle to control land on which it is grown is causing such brutal conflict it is driving people to flee the territory their ancestors cultivated for centuries.",3,2018-09-23 23:41:51
